Name_data_0,Data_0,Name_data_1,Data_1,Name_data_2,Data_2,Data_3,Data_4,Data_5,Date
Sopimustyyppi,Toistaiseksi voimassaoleva,Kuukausimaksu,2.24,Energiamaksu,0.39,Pörssisidonnainen,Toistaiseksi voimassa kahden viikon irtisanomisajalla,Aalto energia Oy,2025-05-06
Sopimustyyppi,Toistaiseksi voimassaoleva,Kuukausimaksu,2.48,Energiamaksu,0.43,Pörssisidonnainen,Toistaiseksi voimassa kahden viikon irtisanomisajalla,Vihreä Älyenergia Oy,2025-05-06
Sopimustyyppi,Toistaiseksi voimassaoleva,Kuukausimaksu,2.90,Energiamaksu,0.39,Pörssisidonnainen,Toistaiseksi voimassa kahden viikon irtisanomisajalla,Hehku Energia Oy,2025-05-06
Sopimustyyppi,Toistaiseksi voimassaoleva,Kuukausimaksu,3.04,Energiamaksu,0.40,Pörssisidonnainen,Toistaiseksi voimassa kahden viikon irtisanomisajalla,Herrfors Oy Ab,2025-05-06
Sopimustyyppi,Toistaiseksi voimassaoleva,Kuukausimaksu,3.60,Energiamaksu,0.41,Pörssisidonnainen,Toistaiseksi voimassa kahden viikon irtisanomisajalla,Porvoon Energia Oy,2025-05-06
Sopimustyyppi,Toistaiseksi voimassaoleva,Kuukausimaksu,3.95,Energiamaksu,0.40,Pörssisidonnainen,Toistaiseksi voimassa kahden viikon irtisanomisajalla,Äänekosken Energia Oy,2025-05-06
Sopimustyyppi,Toistaiseksi voimassaoleva,Energiamaksu,0.40,Kuukausimaksu,4.00,Pörssisidonnainen,Toistaiseksi voimassa kahden viikon irtisanomisajalla,Paneliankosken Voima Oy,2025-05-06
Sopimustyyppi,Toistaiseksi voimassaoleva,Kuukausimaksu,4.00,Energiamaksu,0.41,Pörssisidonnainen,Toistaiseksi voimassa kahden viikon irtisanomisajalla,Vaasan Sähkö Myynti Oy,2025-05-06
Sopimustyyppi,Toistaiseksi voimassaoleva,Kuukausimaksu,2.53,Energiamaksu,0.60,Pörssisidonnainen,Toistaiseksi voimassa kahden viikon irtisanomisajalla,Kokkolan Energia Oy,2025-05-06
Sopimustyyppi,Toistaiseksi voimassaoleva,Energiamaksu,0.44,Kuukausimaksu,4.45,Pörssisidonnainen,Toistaiseksi voimassa kahden viikon irtisanomisajalla,Cheap Energy Finland Oy,2025-05-06
Sopimustyyppi,Toistaiseksi voimassaoleva,Kuukausimaksu,3.95,Energiamaksu,0.50,Pörssisidonnainen,Toistaiseksi voimassa kahden viikon irtisanomisajalla,Imatran Seudun Sähkö Oy,2025-05-06
Sopimustyyppi,Toistaiseksi voimassaoleva,Kuukausimaksu,3.95,Energiamaksu,0.50,Pörssisidonnainen,Toistaiseksi voimassa kahden viikon irtisanomisajalla,Korpelan Energia Oy,2025-05-06
Sopimustyyppi,Toistaiseksi voimassaoleva,Energiamaksu,0.50,Kuukausimaksu,4.02,Pörssisidonnainen,Toistaiseksi voimassa kahden viikon irtisanomisajalla,Kuoreveden Sähkö Oy,2025-05-06
Sopimustyyppi,Toistaiseksi voimassaoleva,Kuukausimaksu,4.52,Energiamaksu,0.44,Pörssisidonnainen,Toistaiseksi voimassa kahden viikon irtisanomisajalla,Koillis-Satakunnan Sähkö Oy,2025-05-06
